"Date","Year","Quarter","FY","QFY","Month","IM_ANI","IM_VEG","IM_PRF","IM_MIP","IM_PEP","IM_CHP","IM_PLP","IM_WOP","IM_TEX","IM_MMAN","IM_BMP","IM_MAC","IM_ARMS","IM_ELC","IM"
2001-07-01,2001,"Q3","2001/02","Q1","July",0.307485834053475,4.98762233171248,2.62373475770982,2.61832618089953,11.583955,4.16947851028805,4.42076782267167,3.59934883706608,3.77469598411714,2.44191580872076,5.51533285867821,21.454630626004,0.048360448078833,0,67.545655
2001-08-01,2001,"Q3","2001/02","Q1","August",0.381128379193528,4.900728972684,1.43579648251119,3.51697479977261,11.722565,8.47307711132344,2.08568380515757,1.57727471374317,3.68193236991804,2.75161761498176,3.65183266622435,17.1502602266736,0.0461328578167212,0,61.375005
2001-09-01,2001,"Q3","2001/02","Q1","September",0.266989572611341,3.34857914351475,2.04284388000586,2.25653635272392,11.57644,5.25062144997166,2.60589597924684,2.3182910613474,3.40189939628092,3.42851015388814,4.34365608517384,12.351223388035,0.150818537200299,0,53.342305
2001-10-01,2001,"Q4","2001/02","Q2","October",0.520620992812249,6.06247675480206,3.37058371444726,2.38753652866756,12.552555,7.34608866331131,3.12482044139837,2.66237022253883,4.71269424953529,3.17014593889804,3.59932810137809,18.3213108913109,0,0,67.8305314991
2001-11-01,2001,"Q4","2001/02","Q2","November",0.459713955969056,4.05629961149167,2.01497549931535,2.90211314509451,9.80123,5.70142781941136,3.24339811477851,4.23933351594968,4.39883872348259,2.91633062740183,3.93956350952522,18.9444933419467,0.011094152783567,0,62.62881201715
2001-12-01,2001,"Q4","2001/02","Q2","December",10.0666736623844,15.2290366535183,1.09770980460542,0.607278737480359,8.684835,1.94790003707792,1.56510048602662,0.921944576521673,2.05915218519086,1.24187678943815,2.07626790028515,6.42431783097109,0,0,51.9220936635
2002-01-01,2002,"Q1","2001/02","Q3","January",1.45862637671841,25.8549050122808,1.82555236994466,1.75675374621474,8.34833,5.31756029245853,3.04720570937111,2.43040693690355,2.6540024640258,1.82650790638535,4.73324975897454,12.3904410264708,0.00238884110173339,0,71.64593044085
2002-02-01,2002,"Q1","2001/02","Q3","February",0.83301856423956,6.88836692537121,2.01143506974918,2.25203668627,7.64192,8.75080685292298,3.82350211840234,5.51374752098346,4.44439197843347,2.43229349416589,6.70118583897908,16.1661882458558,0.000725625927037944,0,67.4596189213
2002-03-01,2002,"Q1","2001/02","Q3","March",0.320014689535746,7.83927140828721,1.90775197004416,2.38853773948382,9.862185,7.64856195646458,2.09868762600374,3.22799139732145,3.66117895599473,2.70498380738992,3.68446876362943,15.6265666155562,0.00580525513897044,0,60.97600518485
2002-04-01,2002,"Q2","2001/02","Q4","April",0.455834339267875,4.91552164272119,3.37663067429236,1.10955011785003,10.226245,6.22680830957445,2.96615900214881,2.99790462657517,3.92942565658009,2.21276999821727,4.31295959944427,15.9812231242712,0.0410466940572968,0,58.752078785
